MatchNo|Date|Time|Venue|HomeTeam|AwayTeam|Winingteam|LosingTeam|Tally|Points|Credits|Type|Team|SelectionRate
38|10/20/20|7:30:00|Dubai|KXIP|DC|KXIP|DC|5 wickets|12|8|4|DC|22.46
38|10/20/20|7:30:00|Dubai|KXIP|DC|KXIP|DC|5 wickets|12|8|4|DC|22.46
