MatchNo|Date|Time|Venue|HomeTeam|AwayTeam|Winingteam|LosingTeam|Tally|Points|Credits|Type|Team|SelectionRate
25|10/10/20|7:30:00|Dubai|CSK|RCB|RCB|CSK|37 runs|41|8|3|RCB|10.93
25|10/10/20|7:30:00|Dubai|CSK|RCB|RCB|CSK|37 runs|41|8|3|RCB|10.93
41|10/23/20|7:30:00|Sharjah|CSK|MI|MI|CSK|10 wickets|2|8|3|MI|18.82
44|10/25/20|3:30:00|Dubai|RCB|CSK|CSK|RCB|8 wickets|4|8|3|CSK|19.27
49|10/29/20|7:30:00|Dubai|CSK|KKR|CSK|KKR|6 wickets|4|8|3|KKR|21.25
