40|10/22/20|7:30:00|Dubai|RR|SRH|SRH|RR|8 wickets|91|8.5|4|SRH|34
43|10/24/20|7:30:00|Dubai|KXIP|SRH|KXIP|SRH|12 runs|59|8.5|4|SRH|67.27
47|10/27/20|7:30:00|Dubai|SRH|DC|SRH|DC|88 runs|23|8.5|4|DC|61.59
