MatchNo|Date|Time|Venue|HomeTeam|AwayTeam|Winingteam|LosingTeam|Tally|Points|Credits|Type|Team|SelectionRate
21|10/7/20|7:30:00|Abu Dhabi|KKR|CSK|KKR|CSK|10 runs|54|8|2|CSK|16.96
25|10/10/20|7:30:00|Dubai|CSK|RCB|RCB|CSK|37 runs|4|8|2|RCB|41.71
29|10/13/20|7:30:00|Dubai|SRH|CSK|CSK|SRH|20 runs|52|8|2|CSK|27.67
34|10/17/20|7:30:00|Sharjah|DC|CSK|DC|CSK|5 wickets|-2|8|2|CSK|24.44
21|10/7/20|7:30:00|Abu Dhabi|KKR|CSK|KKR|CSK|10 runs|54|8|2|CSK|16.96
25|10/10/20|7:30:00|Dubai|CSK|RCB|RCB|CSK|37 runs|4|8|2|RCB|41.71
29|10/13/20|7:30:00|Dubai|SRH|CSK|CSK|SRH|20 runs|52|8|2|CSK|27.67
34|10/17/20|7:30:00|Sharjah|DC|CSK|DC|CSK|5 wickets|-2|8|2|CSK|24.44
49|10/29/20|7:30:00|Dubai|CSK|KKR|CSK|KKR|6 wickets|29|8|2|KKR|13.96
