MatchNo|Date|Time|Venue|HomeTeam|AwayTeam|Winingteam|LosingTeam|Tally|Points|Credits|Type|Team|SelectionRate
3|9/21/20|7:30:00|Dubai|SRH|RCB|RCB|SRH|10 runs|27|8.5|2|RCB|36.05
6|9/24/20|7:30:00|Dubai|KXIP|RCB|KXIP|RCB|97 runs|-1|8.5|2|RCB|23.78
3|9/21/20|7:30:00|Dubai|SRH|RCB|RCB|SRH|10 runs|27|8.5|2|RCB|36.05
6|9/24/20|7:30:00|Dubai|KXIP|RCB|KXIP|RCB|97 runs|-1|8.5|2|RCB|23.78
48|10/28/20|7:30:00|Abu Dhabi|MI|RCB|MI|RCB|5 wickets|0|8.5|2|RCB|22.16
