44|10/25/20|3:30:00|Dubai|RCB|CSK|CSK|RCB|8 wickets|39|8.5|4|CSK|23.39
49|10/29/20|7:30:00|Dubai|CSK|KKR|CSK|KKR|6 wickets|27|8.5|4|KKR|20.7
