41|10/23/20|7:30:00|Sharjah|CSK|MI|MI|CSK|10 wickets|19|9|2|MI|47.31
44|10/25/20|3:30:00|Dubai|RCB|CSK|CSK|RCB|8 wickets|4|9|2|CSK|45.18
