MatchNo|Date|Time|Venue|HomeTeam|AwayTeam|Winingteam|LosingTeam|Tally|Points|Credits|Type|Team|SelectionRate
1|9/19/20|7:30:00|Abu Dhabi|MI|CSK|CSK|MI|5 wickets|5|8|1|CSK|11.69
4|9/22/20|7:30:00|Sharjah|RR|CSK|RR|CSK|16 runs|28|8.5|1|CSK|15.52
7|9/25/20|7:30:00|Dubai|CSK|DC|DC|CSK|44 runs|13|8.5|1|CSK|13.96
1|9/19/20|7:30:00|Abu Dhabi|MI|CSK|CSK|MI|5 wickets|5|8|1|CSK|11.69
4|9/22/20|7:30:00|Sharjah|RR|CSK|RR|CSK|16 runs|28|8.5|1|CSK|15.52
7|9/25/20|7:30:00|Dubai|CSK|DC|DC|CSK|44 runs|13|8.5|1|CSK|13.96
