MatchNo|Date|Time|Venue|HomeTeam|AwayTeam|Winingteam|LosingTeam|Tally|Points|Credits|Type|Team|SelectionRate
6|9/24/20|7:30:00|Dubai|KXIP|RCB|KXIP|RCB|97 runs|4|8.5|4|KXIP|34.38
9|9/27/20|7:30:00|Sharjah|RR|KXIP|RR|KXIP|4 wickets|27|8.5|4|KXIP|25.7
13|10/1/20|7:30:00|Abu Dhabi|KXIP|MI|MI|KXIP|48 runs|13|8.5|4|MI|19.43
38|10/20/20|7:30:00|Dubai|KXIP|DC|KXIP|DC|5 wickets|41|8.5|4|DC|16.15
6|9/24/20|7:30:00|Dubai|KXIP|RCB|KXIP|RCB|97 runs|4|8.5|4|KXIP|34.38
9|9/27/20|7:30:00|Sharjah|RR|KXIP|RR|KXIP|4 wickets|27|8.5|4|KXIP|25.7
13|10/1/20|7:30:00|Abu Dhabi|KXIP|MI|MI|KXIP|48 runs|13|8.5|4|MI|19.43
38|10/20/20|7:30:00|Dubai|KXIP|DC|KXIP|DC|5 wickets|41|8.5|4|DC|16.15
